State,County,ICU Beds,Total Population,Population Aged 60+,Percent of Population Aged 60+,Residents Aged 60+ Per Each ICU Bed
Alabama,Autauga,6,55036,10523,19.1,1754
Alabama,Baldwin,51,203360,53519,26.3,1049
Alabama,Barbour,5,26201,6150,23.5,1230
Alabama,Bibb,0,22580,4773,21.1,null
Alabama,Blount,6,57667,13600,23.6,2267
Alabama,Bullock,0,10478,2371,22.6,null
Alabama,Butler,7,20126,5151,25.6,736
Alabama,Calhoun,24,115527,27115,23.5,1130
Alabama,Chambers,0,33895,8501,25.1,null
Alabama,Cherokee,0,25855,7513,29.1,null
Alabama,Chilton,6,43805,9429,21.5,1572
Alabama,Choctaw,0,13188,3759,28.5,null
Alabama,Clarke,0,24625,6134,24.9,null
Alabama,Clay,4,13407,3480,26,870
Alabama,Cleburne,0,14939,3691,24.7,null
Alabama,Coffee,7,51073,11027,21.6,1575
Alabama,Colbert,22,54435,14062,25.8,639
Alabama,Conecuh,0,12649,3542,28,null
Alabama,Coosa,0,10955,3145,28.7,null
Alabama,Covington,13,37519,10290,27.4,792
Alabama,Crenshaw,0,13866,3371,24.3,null
Alabama,Cullman,12,81703,19667,24.1,1639
Alabama,Dale,6,49393,10498,21.3,1750
Alabama,Dallas,18,40755,9436,23.2,524
Alabama,DeKalb,12,71194,15782,22.2,1315
Alabama,Elmore,5,80989,15929,19.7,3186
Alabama,Escambia,14,37621,8677,23.1,620
Alabama,Etowah,56,103132,25122,24.4,449
Alabama,Fayette,12,16657,4604,27.6,384
Alabama,Franklin,7,31507,7054,22.4,1008
Alabama,Geneva,6,26572,6716,25.3,1119
Alabama,Greene,0,8533,2352,27.6,null
Alabama,Hale,0,14995,3945,26.3,null
Alabama,Henry,0,17110,4834,28.3,null
Alabama,Houston,66,104108,23474,22.5,356
Alabama,Jackson,10,52326,13441,25.7,1344
Alabama,Jefferson,471,659460,138161,21,293
Alabama,Lamar,0,14021,3811,27.2,null
Alabama,Lauderdale,48,92590,23452,25.3,489
Alabama,Lawrence,6,33288,7710,23.2,1285
Alabama,Lee,28,156597,24513,15.7,875
Alabama,Limestone,10,91695,18399,20.1,1840
Alabama,Lowndes,0,10362,2481,23.9,null
Alabama,Macon,0,19358,4854,25.1,null
Alabama,Madison,100,353213,70040,19.8,700
Alabama,Marengo,5,19743,5124,26,1025
Alabama,Marion,4,30058,8196,27.3,2049
Alabama,Marshall,20,94738,21466,22.7,1073
Alabama,Mobile,157,414328,88103,21.3,561
Alabama,Monroe,8,21745,5536,25.5,692
Alabama,Montgomery,88,227120,44214,19.5,502
Alabama,Morgan,34,119157,26739,22.4,786
Alabama,Perry,0,9680,2278,23.5,null
Alabama,Pickens,4,20170,4974,24.7,1244
Alabama,Pike,9,33287,6441,19.3,716
Alabama,Randolph,0,22530,6129,27.2,null
Alabama,Russell,8,58480,10680,18.3,1335
Alabama,St. Clair,6,86937,18943,21.8,3157
Alabama,Shelby,32,208721,41610,19.9,1300
Alabama,Sumter,0,13084,3005,23,null
Alabama,Talladega,14,80888,18842,23.3,1346
Alabama,Tallapoosa,6,40756,11006,27,1834
Alabama,Tuscaloosa,84,204424,36426,17.8,434
Alabama,Walker,12,64927,16386,25.2,1366
Alabama,Washington,0,16746,4103,24.5,null
Alabama,Wilcox,0,10919,2751,25.2,null
Alabama,Winston,4,23968,6575,27.4,1644
Alaska,Aleutians East,0,3338,510,15.3,null
Alaska,Aleutians West,0,5784,707,12.2,null
Alaska,Anchorage,73,298225,43608,14.6,597
Alaska,Bethel,0,17957,2082,11.6,null
Alaska,Bristol Bay,0,917,164,17.9,null
Alaska,Denali,0,2303,481,20.9,null
Alaska,Dillingham,0,4974,701,14.1,null
Alaska,Fairbanks North Star,13,100031,13950,13.9,1073
Alaska,Haines,0,2537,727,28.7,null
Alaska,Hoonah-Angoon,0,2146,645,30.1,null
Alaska,Juneau,9,32434,5907,18.2,656
Alaska,Kenai Peninsula,6,57961,13154,22.7,2192
Alaska,Ketchikan Gateway,4,13745,2951,21.5,738
Alaska,Kodiak Island Borough,0,13773,1915,13.9,null
Alaska,Kusilvak,0,8129,674,8.3,null
Alaska,Lake and Peninsula,0,1301,189,14.5,null
Alaska,Matanuska-Susitna,14,101135,16358,16.2,1168
Alaska,Nome,0,9869,1151,11.7,null
Alaska,North Slope Borough,0,9757,1157,11.9,null
Alaska,Northwest Arctic Borough,0,7715,851,11,null
Alaska,Petersburg Borough,0,3275,778,23.8,null
Alaska,Prince of Wales-Hyder,0,6473,1381,21.3,null
Alaska,Sitka Borough,0,8810,1829,20.8,null
Alaska,Skagway Municipality,0,1038,175,16.9,null
Alaska,Southeast Fairbanks ,0,6889,1256,18.2,null
Alaska,Valdez-Cordova ,0,9439,1790,19,null
Alaska,Wrangell City and Borough,0,2475,756,30.5,null
Alaska,Yakutat City and Borough,0,682,142,20.8,null
Alaska,Yukon-Koyukuk,0,5453,1058,19.4,null
Arizona,Apache,0,71602,14107,19.7,null
Arizona,Cochise,12,126516,35231,27.8,2936
Arizona,Coconino,41,138639,23195,16.7,566
Arizona,Gila,8,53145,18752,35.3,2344
Arizona,Graham,0,37700,6933,18.4,null
Arizona,Greenlee,0,9368,1631,17.4,null
Arizona,La Paz,3,20477,9183,44.8,3061
Arizona,Maricopa,1004,4155501,808534,19.5,805
Arizona,Mohave,80,204691,73559,35.9,919
Arizona,Navajo,12,107902,24267,22.5,2022
Arizona,Pima,296,1007257,245814,24.4,830
Arizona,Pinal,22,405537,100086,24.7,4549
Arizona,Santa Cruz,0,46358,10530,22.7,null
Arizona,Yavapai,39,220972,85127,38.5,2183
Arizona,Yuma,42,204281,45739,22.4,1089
Arkansas,Arkansas,0,18352,4693,25.6,null
Arkansas,Ashley,6,20771,5094,24.5,849
Arkansas,Baxter,17,41093,15979,38.9,940
Arkansas,Benton,30,251823,44616,17.7,1487
Arkansas,Boone,24,37212,9809,26.4,409
Arkansas,Bradley,0,10994,2825,25.7,null
Arkansas,Calhoun,0,5194,1436,27.6,null
Arkansas,Carroll,0,27782,7997,28.8,null
Arkansas,Chicot,0,11008,2835,25.8,null
Arkansas,Clark,0,22495,5000,22.2,null
Arkansas,Clay,0,15190,4125,27.2,null
Arkansas,Cleburne,0,25361,8437,33.3,null
Arkansas,Cleveland,0,8332,2195,26.3,null
Arkansas,Columbia,6,23992,5481,22.8,914
Arkansas,Conway,0,20954,5270,25.2,null
Arkansas,Craighead,66,104246,19242,18.5,292
Arkansas,Crawford,8,62119,13589,21.9,1699
Arkansas,Crittenden,0,49278,9487,19.3,null
Arkansas,Cross,0,17164,4020,23.4,null
Arkansas,Dallas,0,7585,2206,29.1,null
Arkansas,Desha,0,12094,3044,25.2,null
Arkansas,Drew,5,18620,3890,20.9,778
Arkansas,Faulkner,25,121282,19658,16.2,786
Arkansas,Franklin,0,17803,4640,26.1,null
Arkansas,Fulton,0,12092,4099,33.9,null
Arkansas,Garland,41,97994,28731,29.3,701
Arkansas,Grant,0,18076,4063,22.5,null
Arkansas,Greene,8,44197,9006,20.4,1126
Arkansas,Hempstead,8,22154,5273,23.8,659
Arkansas,Hot Spring,6,33480,8417,25.1,1403
Arkansas,Howard,0,13472,3157,23.4,null
Arkansas,Independence,12,37097,8706,23.5,726
Arkansas,Izard,0,13521,4226,31.3,null
Arkansas,Jackson,0,17429,4039,23.2,null
Arkansas,Jefferson,34,71373,15529,21.8,457
Arkansas,Johnson,8,26155,5619,21.5,702
Arkansas,Lafayette,0,7051,2097,29.7,null
Arkansas,Lawrence,0,16777,4447,26.5,null
Arkansas,Lee,0,9614,2289,23.8,null
Arkansas,Lincoln,0,13885,2882,20.8,null
Arkansas,Little River,0,12494,3272,26.2,null
Arkansas,Logan,0,21802,5494,25.2,null
Arkansas,Lonoke,0,71568,12771,17.8,null
Arkansas,Madison,0,15907,3897,24.5,null
Arkansas,Marion,0,16374,6057,37,null
Arkansas,Miller,0,43760,9791,22.4,null
Arkansas,Mississippi,5,43534,8720,20,1744
Arkansas,Monroe,0,7420,2254,30.4,null
Arkansas,Montgomery,0,9059,3095,34.2,null
Arkansas,Nevada,0,8528,2133,25,null
Arkansas,Newton,0,7898,2612,33.1,null
Arkansas,Ouachita,8,24378,6183,25.4,773
Arkansas,Perry,0,10320,2645,25.6,null
Arkansas,Phillips,6,19518,4632,23.7,772
Arkansas,Pike,0,10893,3014,27.7,null
Arkansas,Poinsett,0,24098,5793,24,null
Arkansas,Polk,6,20212,5939,29.4,990
Arkansas,Pope,11,63372,12757,20.1,1160
Arkansas,Prairie,0,8309,2425,29.2,null
Arkansas,Pulaski,209,392848,79133,20.1,379
Arkansas,Randolph,2,17514,4836,27.6,2418
Arkansas,St. Francis,6,26688,5393,20.2,899
Arkansas,Saline,16,116252,26545,22.8,1659
Arkansas,Scott,0,10584,2606,24.6,null
Arkansas,Searcy,0,7925,2684,33.9,null
Arkansas,Sebastian,69,127362,26807,21,389
Arkansas,Sevier,0,17206,3266,19,null
Arkansas,Sharp,0,17041,5487,32.2,null
Arkansas,Stone,0,12443,4150,33.4,null
Arkansas,Union,16,40022,9680,24.2,605
Arkansas,Van Buren,0,16751,5519,32.9,null
Arkansas,Washington,61,223683,34691,15.5,569
Arkansas,White,13,78706,16257,20.7,1251
Arkansas,Woodruff,0,6763,1975,29.2,null
Arkansas,Yell,0,21601,4891,22.6,null
California,Alameda,282,1629615,300276,18.4,1065
California,Alpine,0,1203,429,35.7,null
California,Amador,6,37306,12967,34.8,2161
California,Butte,43,225207,53616,23.8,1247
California,Calaveras,0,45057,15872,35.2,null
California,Colusa,0,21479,4027,18.7,null
California,Contra Costa,163,1123678,231404,20.6,1420
California,Del Norte,6,27442,6262,22.8,1044
California,El Dorado,28,185015,49939,27,1784
California,Fresno,164,971616,157757,16.2,962
California,Glenn,0,27935,6019,21.5,null
California,Humboldt,32,135490,31200,23,975
California,Imperial,28,179957,30768,17.1,1099
California,Inyo,4,18195,5588,30.7,1397
California,Kern,144,878744,130831,14.9,909
California,Kings,22,150183,20569,13.7,935
California,Lake,8,64095,19092,29.8,2387
California,Lassen,0,31470,5929,18.8,null
California,Los Angeles,2126,10105722,1800341,17.8,847
California,Madera,10,154440,28392,18.4,2839
California,Marin,66,260814,72684,27.9,1101
California,Mariposa,0,17658,6311,35.7,null
California,Mendocino,14,87497,24313,27.8,1737
California,Merced,24,267390,40383,15.1,1683
California,Modoc,0,9017,3106,34.4,null
California,Mono,2,14058,2723,19.4,1362
California,Monterey,27,433168,76257,17.6,2824
California,Napa,32,141005,33686,23.9,1053
California,Nevada,10,98838,33612,34,3361
California,Orange,651,3155816,598030,19,919
California,Placer,70,374985,92327,24.6,1319
California,Plumas,0,18724,6935,37,null
California,Riverside,351,2355002,437180,18.6,1246
California,Sacramento,396,1495400,279005,18.7,705
California,San Benito,8,58671,10074,17.2,1259
California,San Bernardino,410,2121220,330448,15.6,806
California,San Diego,570,3283665,604412,18.4,1060
California,San Francisco,337,864263,179193,20.7,532
California,San Joaquin,121,724153,123774,17.1,1023
California,San Luis Obispo,46,280119,70097,25,1524
California,San Mateo,131,763450,161619,21.2,1234
California,Santa Barbara,82,442996,86816,19.6,1059
California,Santa Clara,313,1911226,338720,17.7,1082
California,Santa Cruz,22,273263,57232,20.9,2601
California,Shasta,81,178919,47900,26.8,591
California,Sierra,0,2885,986,34.2,null
California,Siskiyou,4,43530,14018,32.2,3505
California,Solano,92,434981,90069,20.7,979
California,Sonoma,82,500943,124291,24.8,1516
California,Stanislaus,88,535684,92698,17.3,1053
California,Sutter,0,95583,19219,20.1,null
California,Tehama,8,63247,15876,25.1,1985
California,Trinity,0,13037,4734,36.3,null
California,Tulare,51,458809,69266,15.1,1358
California,Tuolumne,6,53899,17942,33.3,2990
California,Ventura,139,847834,167777,19.8,1207
California,Yolo,14,212605,34981,16.5,2499
California,Yuba,24,74644,12327,16.5,514
Colorado,Adams,168,487850,69778,14.3,415
Colorado,Alamosa,6,16345,2952,18.1,492
Colorado,Arapahoe,127,626612,111767,17.8,880
Colorado,Archuleta,0,12592,4283,34,null
Colorado,Baca,0,3581,1178,32.9,null
Colorado,Bent,0,5806,1296,22.3,null
Colorado,Boulder,72,316782,59425,18.8,825
Colorado,Broomfield,20,64283,11264,17.5,563
Colorado,Chaffee,2,18818,6312,33.5,3156
Colorado,Cheyenne,0,2127,380,17.9,null
Colorado,Clear Creek,0,9257,2454,26.5,null
Colorado,Conejos,0,8147,2034,25,null
Colorado,Costilla,0,3628,1272,35.1,null
Colorado,Crowley,0,5514,1074,19.5,null
Colorado,Custer,0,4505,2092,46.4,null
Colorado,Delta,6,30217,9773,32.3,1629
Colorado,Denver,227,678467,109403,16.1,482
Colorado,Dolores,0,1736,537,30.9,null
Colorado,Douglas,54,320940,50139,15.6,929
Colorado,Eagle,5,53726,8107,15.1,1621
Colorado,Elbert,0,24553,5592,22.8,null
Colorado,El Paso,95,674826,116223,17.2,1223
Colorado,Fremont,4,46601,12609,27.1,3152
Colorado,Garfield,5,57945,10202,17.6,2040
Colorado,Gilpin,0,5793,1583,27.3,null
Colorado,Grand,0,14793,3858,26.1,null
Colorado,Gunnison,0,16215,2905,17.9,null
Colorado,Hinsdale,0,820,329,40.1,null
Colorado,Huerfano,0,6498,2568,39.5,null
Colorado,Jackson,0,1372,398,29,null
Colorado,Jefferson,94,564029,124374,22.1,1323
Colorado,Kiowa,0,1368,370,27,null
Colorado,Kit Carson,0,7846,1873,23.9,null
Colorado,Lake,0,7481,1439,19.2,null
Colorado,La Plata,11,54469,12490,22.9,1135
Colorado,Larimer,55,330976,67199,20.3,1222
Colorado,Las Animas,0,14151,4307,30.4,null
Colorado,Lincoln,0,5520,1200,21.7,null
Colorado,Logan,4,21885,5056,23.1,1264
Colorado,Mesa,44,148798,35763,24,813
Colorado,Mineral,0,834,394,47.2,null
Colorado,Moffat,0,13056,2777,21.3,null
Colorado,Montezuma,4,25770,7299,28.3,1825
Colorado,Montrose,8,40908,12041,29.4,1505
Colorado,Morgan,6,28123,6047,21.5,1008
Colorado,Otero,4,18325,4816,26.3,1204
Colorado,Ouray,0,4653,1815,39,null
Colorado,Park,0,16900,4718,27.9,null
Colorado,Phillips,0,4327,1037,24,null
Colorado,Pitkin,4,17747,4417,24.9,1104
Colorado,Prowers,0,12084,2840,23.5,null
Colorado,Pueblo,32,163368,39318,24.1,1229
Colorado,Rio Blanco,0,6557,1362,20.8,null
Colorado,Rio Grande,0,11430,2857,25,null
Colorado,Routt,4,24359,4914,20.2,1229
Colorado,Saguache,0,6338,1917,30.2,null
Colorado,San Juan,0,569,164,28.8,null
Colorado,San Miguel,0,7804,1475,18.9,null
Colorado,Sedgwick,0,2357,770,32.7,null
Colorado,Summit,8,29722,5667,19.1,708
Colorado,Teller,0,23769,6744,28.4,null
Colorado,Washington,0,4809,1285,26.7,null
Colorado,Weld,26,285729,48279,16.9,1857
Colorado,Yuma,0,10109,2385,23.6,null
Connecticut,Fairfield,173,947328,197334,20.8,1141
Connecticut,Hartford,216,897417,201242,22.4,932
Connecticut,Litchfield,21,184454,50170,27.2,2389
Connecticut,Middlesex,24,164110,41372,25.2,1724
Connecticut,New Haven,186,862127,194911,22.6,1048
Connecticut,New London,32,270772,63495,23.4,1984
Connecticut,Tolland,16,151596,31539,20.8,1971
Connecticut,Windham,6,116674,25482,21.8,4247
Delaware,Kent,29,173145,36849,21.3,1271
Delaware,New Castle,119,555036,112051,20.2,942
Delaware,Sussex,38,215551,71832,33.3,1890
District of Columbia,The District,314,672391,113026,16.8,360
Florida,Alachua,210,259865,47766,18.4,227
Florida,Baker,0,27537,5367,19.5,null
Florida,Bay,77,180117,40210,22.3,522
Florida,Bradford,0,26775,6394,23.9,null
Florida,Brevard,159,568183,170919,30.1,1075
Florida,Broward,587,1890416,406732,21.5,693
Florida,Calhoun,0,14458,3483,24.1,null
Florida,Charlotte,51,173236,81236,46.9,1593
Florida,Citrus,40,141373,61636,43.6,1541
Florida,Clay,28,203291,41495,20.4,1482
Florida,Collier,73,356774,132129,37,1810
Florida,Columbia,27,68484,17039,24.9,631
Florida,DeSoto,8,35675,9739,27.3,1217
Florida,Dixie,0,16323,5078,31.1,null
Florida,Duval,412,912043,171837,18.8,417
Florida,Escambia,120,309924,68143,22,568
Florida,Flagler,18,105015,38651,36.8,2147
Florida,Franklin,0,11675,3127,26.8,null
Florida,Gadsden,0,46113,10880,23.6,null
Florida,Gilchrist,0,17191,4554,26.5,null
Florida,Glades,0,13197,4162,31.5,null
Florida,Gulf,0,16018,3954,24.7,null
Florida,Hamilton,0,14238,3247,22.8,null
Florida,Hardee,0,27326,5531,20.2,null
Florida,Hendry,3,39064,6808,17.4,2269
Florida,Hernando,44,179144,61882,34.5,1406
Florida,Highlands,38,100177,41387,41.3,1089
Florida,Hillsborough,432,1351087,257269,19,596
Florida,Holmes,0,19483,4989,25.6,null
Florida,Indian River,40,147981,57277,38.7,1432
Florida,Jackson,7,48571,12035,24.8,1719
Florida,Jefferson,0,14085,4326,30.7,null
Florida,Lafayette,0,8684,1667,19.2,null
Florida,Lake,158,326215,107419,32.9,680
Florida,Lee,141,700165,239488,34.2,1698
Florida,Leon,60,285890,49057,17.2,818
Florida,Levy,0,39713,12422,31.3,null
Florida,Liberty,0,8347,1621,19.4,null
Florida,Madison,0,18518,4779,25.8,null
Florida,Manatee,90,363542,120595,33.2,1340
Florida,Marion,110,343778,119425,34.7,1086
Florida,Martin,74,155719,57914,37.2,783
Florida,Miami-Dade,593,2702602,563748,20.9,951
Florida,Monroe,14,76745,22310,29.1,1594
Florida,Nassau,0,78435,21894,27.9,null
Florida,Okaloosa,57,197591,41694,21.1,731
Florida,Okeechobee,8,40228,10230,25.4,1279
Florida,Orange,388,1290216,206342,16,532
Florida,Osceola,66,325168,57062,17.5,865
Florida,Palm Beach,401,1426772,414928,29.1,1035
Florida,Pasco,166,498136,142985,28.7,861
Florida,Pinellas,279,949842,293786,30.9,1053
Florida,Polk,145,652256,169578,26,1170
Florida,Putnam,10,72435,21116,29.2,2112
Florida,St. Johns,47,226578,57092,25.2,1215
Florida,St. Lucie,69,298763,87591,29.3,1269
Florida,Santa Rosa,16,166778,34353,20.6,2147
Florida,Sarasota,118,404839,174026,43,1475
Florida,Seminole,38,449260,92794,20.7,2442
Florida,Sumter,0,116754,74936,64.2,null
Florida,Suwannee,0,43814,11617,26.5,null
Florida,Taylor,6,22350,5833,26.1,972
Florida,Union,0,15300,3196,20.9,null
Florida,Volusia,148,518660,160876,31,1087
Florida,Wakulla,0,31586,6317,20,null
Florida,Walton,28,63457,16604,26.2,593
Florida,Washington,0,24472,5555,22.7,null
Georgia,Appling,3,18471,4208,22.8,1403
Georgia,Atkinson,0,8313,1451,17.5,null
Georgia,Bacon,4,11279,2329,20.6,582
Georgia,Baker,0,3251,919,28.3,null
Georgia,Baldwin,12,45527,9287,20.4,774
Georgia,Banks,0,18363,4207,22.9,null
Georgia,Barrow,6,75099,12454,16.6,2076
Georgia,Bartow,21,102623,18389,17.9,876
Georgia,Ben Hill,5,17272,3982,23.1,796
Georgia,Berrien,0,19014,4266,22.4,null
Georgia,Bibb,117,153923,31993,20.8,273
Georgia,Bleckley,0,12779,2860,22.4,null
Georgia,Brantley,0,18411,3792,20.6,null
Georgia,Brooks,0,15629,4099,26.2,null
Georgia,Bryan,0,34883,4985,14.3,null
Georgia,Bulloch,24,73742,11463,15.5,478
Georgia,Burke,0,22645,4540,20,null
Georgia,Butts,0,23556,4813,20.4,null
Georgia,Calhoun,0,6503,1362,20.9,null
Georgia,Camden,5,52252,8503,16.3,1701
Georgia,Candler,6,10894,2476,22.7,413
Georgia,Carroll,18,114898,20423,17.8,1135
Georgia,Catoosa,0,65870,14752,22.4,null
Georgia,Charlton,0,12963,2473,19.1,null
Georgia,Chatham,78,285506,56014,19.6,718
Georgia,Chattahoochee,0,11096,645,5.8,null
Georgia,Chattooga,0,24880,5705,22.9,null
Georgia,Cherokee,15,235896,42210,17.9,2814
Georgia,Clarke,104,123554,17345,14,167
Georgia,Clay,0,3024,937,31,null
Georgia,Clayton,34,274150,36959,13.5,1087
Georgia,Clinch,0,6788,1466,21.6,null
Georgia,Cobb,119,739072,120689,16.3,1014
Georgia,Coffee,10,43048,7860,18.3,786
Georgia,Colquitt,10,45890,8918,19.4,892
Georgia,Columbia,0,143723,26092,18.2,null
Georgia,Cook,0,17190,3527,20.5,null
Georgia,Coweta,19,138015,25269,18.3,1330
Georgia,Crawford,0,12385,2798,22.6,null
Georgia,Crisp,16,23005,5331,23.2,333
Georgia,Dade,0,16282,4079,25.1,null
Georgia,Dawson,0,23397,6208,26.5,null
Georgia,Decatur,10,27023,5831,21.6,583
Georgia,DeKalb,168,736066,121505,16.5,723
Georgia,Dodge,6,21063,4726,22.4,788
Georgia,Dooly,0,14053,3522,25.1,null
Georgia,Dougherty,50,91522,18997,20.8,380
Georgia,Douglas,8,140152,22028,15.7,2754
Georgia,Early,0,10405,2739,26.3,null
Georgia,Echols,0,4011,681,17,null
Georgia,Effingham,0,57087,9061,15.9,null
Georgia,Elbert,4,19288,5092,26.4,1273
Georgia,Emanuel,8,22502,4782,21.3,598
Georgia,Evans,0,10757,2260,21,null
Georgia,Fannin,5,24480,8800,35.9,1760
Georgia,Fayette,37,110306,25277,22.9,683
Georgia,Floyd,65,96471,20941,21.7,322
Georgia,Forsyth,24,211300,33215,15.7,1384
Georgia,Franklin,8,22328,5691,25.5,711
Georgia,Fulton,538,1010420,159840,15.8,297
Georgia,Gilmer,0,29614,9166,31,null
Georgia,Glascock,0,3027,713,23.6,null
Georgia,Glynn,24,83467,20679,24.8,862
Georgia,Gordon,8,56424,10941,19.4,1368
Georgia,Grady,4,25048,5593,22.3,1398
Georgia,Greene,0,16732,6034,36.1,null
Georgia,Gwinnett,82,889954,122430,13.8,1493
Georgia,Habersham,4,43878,10665,24.3,2666
Georgia,Hall,85,192865,36793,19.1,433
Georgia,Hancock,0,8667,2435,28.1,null
Georgia,Haralson,0,28722,6357,22.1,null
Georgia,Harris,0,33198,7948,23.9,null
Georgia,Hart,0,25535,7015,27.5,null
Georgia,Heard,0,11607,2692,23.2,null
Georgia,Henry,40,217506,34127,15.7,853
Georgia,Houston,36,150341,25522,17,709
Georgia,Irwin,0,9278,2170,23.4,null
Georgia,Jackson,0,63851,12724,19.9,null
Georgia,Jasper,0,13732,3116,22.7,null
Georgia,Jeff Davis,4,14999,3219,21.5,805
Georgia,Jefferson,0,15954,3828,24,null
Georgia,Jenkins,0,8929,2049,22.9,null
Georgia,Johnson,0,9800,2334,23.8,null
Georgia,Jones,0,28540,6333,22.2,null
Georgia,Lamar,0,18282,3955,21.6,null
Georgia,Lanier,0,10388,1972,19,null
Georgia,Laurens,16,47451,10610,22.4,663
Georgia,Lee,0,29216,4964,17,null
Georgia,Liberty,0,62120,7447,12,null
Georgia,Lincoln,0,7768,2318,29.8,null
Georgia,Long,0,17857,2398,13.4,null
Georgia,Lowndes,48,113941,17921,15.7,373
Georgia,Lumpkin,0,31567,7478,23.7,null
Georgia,McDuffie,0,21488,4855,22.6,null
Georgia,McIntosh,0,14061,4475,31.8,null
Georgia,Macon,0,13675,2925,21.4,null
Georgia,Madison,0,28600,6721,23.5,null
Georgia,Marion,0,8558,2190,25.6,null
Georgia,Meriwether,0,21152,5261,24.9,null
Georgia,Miller,0,5884,1561,26.5,null
Georgia,Mitchell,0,22574,4919,21.8,null
Georgia,Monroe,0,26795,6594,24.6,null
Georgia,Montgomery,0,8962,1891,21.1,null
Georgia,Morgan,0,18013,4678,26,null
Georgia,Murray,0,39444,7520,19.1,null
Georgia,Muscogee,61,198647,34483,17.4,565
Georgia,Newton,10,105042,18455,17.6,1846
Georgia,Oconee,0,35972,7602,21.1,null
Georgia,Oglethorpe,0,14654,3441,23.5,null
Georgia,Paulding,8,152399,21365,14,2671
Georgia,Peach,0,27027,5201,19.2,null
Georgia,Pickens,6,30343,8464,27.9,1411
Georgia,Pierce,0,19141,4228,22.1,null
Georgia,Pike,0,17919,3658,20.4,null
Georgia,Polk,0,41444,8705,21,null
Georgia,Pulaski,6,11396,2806,24.6,468
Georgia,Putnam,0,21430,6275,29.3,null
Georgia,Quitman,0,2140,913,42.7,null
Georgia,Rabun,0,16354,5564,34,null
Georgia,Randolph,0,7206,2258,31.3,null
Georgia,Richmond,264,201568,38152,18.9,145
Georgia,Rockdale,16,88482,17124,19.4,1070
Georgia,Schley,0,5168,1100,21.3,null
Georgia,Screven,0,14037,3450,24.6,null
Georgia,Seminole,0,8549,2541,29.7,null
Georgia,Spalding,22,64192,14777,23,672
Georgia,Stephens,6,25625,6327,24.7,1055
Georgia,Stewart,0,5832,1209,20.7,null
Georgia,Sumter,10,30687,6539,21.3,654
Georgia,Talbot,0,6423,2045,31.8,null
Georgia,Taliaferro,0,1844,511,27.7,null
Georgia,Tattnall,0,25402,4769,18.8,null
Georgia,Taylor,0,8267,2020,24.4,null
Georgia,Telfair,0,16339,3802,23.3,null
Georgia,Terrell,0,8978,2148,23.9,null
Georgia,Thomas,35,44909,10319,23,295
Georgia,Tift,20,40531,8091,20,405
Georgia,Toombs,8,27160,5815,21.4,727
Georgia,Towns,0,11173,4566,40.9,null
Georgia,Treutlen,0,6752,1666,24.7,null
Georgia,Troup,20,69433,13380,19.3,669
Georgia,Turner,0,8036,2004,24.9,null
Georgia,Twiggs,0,8323,2395,28.8,null
Georgia,Union,5,22262,8856,39.8,1771
Georgia,Upson,28,26241,6294,24,225
Georgia,Walker,0,68609,16583,24.2,null
Georgia,Walton,7,88695,17821,20.1,2546
Georgia,Ware,22,35688,7974,22.3,362
Georgia,Warren,0,5410,1586,29.3,null
Georgia,Washington,0,20506,4483,21.9,null
Georgia,Wayne,12,29833,6149,20.6,512
Georgia,Webster,0,2627,671,25.5,null
Georgia,Wheeler,0,7952,1550,19.5,null
Georgia,White,0,28509,7553,26.5,null
Georgia,Whitfield,34,103963,18625,17.9,548
Georgia,Wilcox,0,8896,1960,22,null
Georgia,Wilkes,0,9905,2863,28.9,null
Georgia,Wilkinson,0,9147,2285,25,null
Georgia,Worth,0,20809,5131,24.7,null
Hawaii,Hawaii,24,196325,52582,26.8,2191
Hawaii,Honolulu,148,990060,218287,22,1475
Hawaii,Kalawao,0,86,27,31.4,null
Hawaii,Kauai,9,71093,18043,25.4,2005
Hawaii,Maui,20,164094,37939,23.1,1897
Idaho,Ada,105,435117,80856,18.6,770
Idaho,Adams,0,3946,1513,38.3,null
Idaho,Bannock,20,84113,15750,18.7,788
Idaho,Bear Lake,0,5942,1565,26.3,null
Idaho,Benewah,0,9050,2780,30.7,null
Idaho,Bingham,5,45369,8667,19.1,1733
Idaho,Blaine,0,21583,5080,23.5,null
Idaho,Boise,0,6968,2461,35.3,null
Idaho,Bonner,4,41855,13317,31.8,3329
Idaho,Bonneville,35,110404,20000,18.1,571
Idaho,Boundary,0,11323,3394,30,null
Idaho,Butte,0,2613,807,30.9,null
Idaho,Camas,0,886,267,30.1,null
Idaho,Canyon,41,207027,36810,17.8,898
Idaho,Caribou,0,6862,1645,24,null
Idaho,Cassia,6,23472,4324,18.4,721
Idaho,Clark,0,1055,184,17.4,null
Idaho,Clearwater,0,8533,3035,35.6,null
Idaho,Custer,0,4141,1641,39.6,null
Idaho,Elmore,0,26232,4586,17.5,null
Idaho,Franklin,0,13120,2458,18.7,null
Idaho,Fremont,0,12889,2942,22.8,null
Idaho,Gem,0,16850,4887,29,null
Idaho,Gooding,0,15110,3215,21.3,null
Idaho,Idaho,0,16275,5638,34.6,null
Idaho,Jefferson,0,27410,4382,16,null
Idaho,Jerome,0,23039,4145,18,null
Idaho,Kootenai,55,150128,36910,24.6,671
Idaho,Latah,0,38697,6552,16.9,null
